partnership,ghgrp_id,frs_id,primary_naics,oris,longitude_wgs84,latitude_wgs84,source_name,operator,address,city,state_prov_name,state_prov_abbrv,state_location,source_type,source_type_common,epa_ind_subpart,epa_sector,fuel,co2_tonne,co2_bio,year,data_source,comments,featid
SWP,1002195,1.10E+11,211111,,-102.0261439,35.87389904,SNEED BOOSTER STATION,,,DUMAS,TEXAS,TX,,,PETROLEUM/NATURAL GAS,"C,W-PROC",Petroleum and Natural Gas Systems,,25377,,2013,U.S. EPA GHG Reporting Program,,5507
PCOR,1007060,1.10E+11,562212,,-93.66878504,38.72136798,SHOW-ME REGIONAL LANDFILL,,230 SE 421 RD,WARRENSBURG,MISSOURI,MO,,,WASTE MANAGEMENT,"C,HH",Waste,,7,,2013,U.S. EPA GHG Reporting Program,,5508
PCOR,1000706,1.10E+11,221112,,-94.1867,39.1781,SIBLEY,,33200 E JOHNSON RD,SIBLEY,MISSOURI,MO,,,ELECTRICITY,"C,D",Power Plants,,2325392,,2013,U.S. EPA GHG Reporting Program,,5509
SECARB,1010764,1.10E+11,335311,,-90.15682564,32.22699589,"SIEMENS ENERGY, INC.",,444 HIGHWAY 49 SOUTH,RICHLAND,MISSISSIPPI,MS,,,INDUSTRIAL,"C,SS",Other,,289,,2013,U.S. EPA GHG Reporting Program,,5510
BSCSP,1010895,1.10E+11,321113,,-123.77381,46.97282,SIERRA PACIFIC INDUSTRIES - ABERDEEN,,301 HAGARA STREET,ABERDEEN,WASHINGTON,WA,,,INDUSTRIAL,C,Other,,634,240941,2013,U.S. EPA GHG Reporting Program,,5511
BSCSP,1010898,1.10E+11,321113,,-122.43589,48.44688,SIERRA PACIFIC INDUSTRIES - BURLINGTON,,14353 MCFARLAND ROAD,BURLINGTON,WASHINGTON,WA,,,INDUSTRIAL,C,Other,,2382,291480,2013,U.S. EPA GHG Reporting Program,,5512
BSCSP,1010897,1.10E+11,321113,,-122.99793,46.75564,SIERRA PACIFIC INDUSTRIES - CENTRALIA,,3115 KUPER ROAD,CENTRALIA,WASHINGTON,WA,,,INDUSTRIAL,C,Other,,,41758,2013,U.S. EPA GHG Reporting Program,,5513
SWP,1002323,1.10E+11,562212,,-96.5143087,35.1497852,SOONER LANDFILL,,36339 EAST WEST 127TH,WEWOKA,OKLAHOMA,OK,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,5514
WESTCARB,1004651,1.10E+11,211111,,-118.1741351,33.81003587,SIGNAL HILL PETROLEUM WEST UNIT,,1215 E. 29TH STREET,SIGNAL HILL,CALIFORNIA,CA,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,30778,,2013,U.S. EPA GHG Reporting Program,,5515
PCOR,1001063,1.10E+11,221112,,-89.6006,36.8786,SIKESTON,,1551 WEST WAKEFIELD ST,SIKESTON,MISSOURI,MO,,,ELECTRICITY,D,Power Plants,,1781175,,2013,U.S. EPA GHG Reporting Program,,5516
SWP,1006517,1.10E+11,211111,,-98.18924797,35.57904619,SILVER COMPRESSOR STATION,,LAT: 35.5071 LONG: -98.1835,CALUMET,OKLAHOMA,OK,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,44149,,2013,U.S. EPA GHG Reporting Program,,5517
SECARB,1000190,1.10E+11,221112,,-89.87066553,31.59907577,SILVER CREEK GENERATING PLANT,,217 MOSES LANE,PRENTISS,MISSISSIPPI,MS,,,ELECTRICITY,D,Power Plants,,44029,,2013,U.S. EPA GHG Reporting Program,,5518
SECARB,1009236,1.10E+11,211111,,-90.49060558,28.86730516,SOUTH TIMBALIER 52,,,OFFSHORE,LOUISIANA,LA,,,PETROLEUM/NATURAL GAS,"C,W-OFFSH",Petroleum and Natural Gas Systems,,11201,,2013,U.S. EPA GHG Reporting Program,,5519
SWP,1006448,1.10E+11,324110,,-111.9099596,40.86745232,SILVER EAGLE REFINING-WOODS CROSS,,2355 SOUTH 1100 WEST,WOODS CROSS,UTAH,UT,,,REFINERIES/CHEMICAL,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",,52996,,2013,U.S. EPA GHG Reporting Program,,5520
SWP,1005084,1.10E+11,211111,,-100.5296192,30.37769114,SONORA GAS PLANT,,,SONORA,TEXAS,TX,,,PETROLEUM/NATURAL GAS,"C,W-PROC",Petroleum and Natural Gas Systems,,38416,,2013,U.S. EPA GHG Reporting Program,,5521
MRCSP,1002402,1.10E+11,486210,,-82.29282184,39.78276774,SOMERSET,,"1895 BIG INCH RD., NE",SOMERSET,OHIO,OH,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,4158,,2013,U.S. EPA GHG Reporting Program,,5522
SWP,1008970,1.10E+11,486210,,-100.638893,30.299721,SONORA COMPRESSOR STATION,,18 MILES SOUTH OF SONORA ON HWY 277,SONORA,TEXAS,TX,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,15260,,2013,U.S. EPA GHG Reporting Program,,5523
PCOR,1000695,1.10E+11,221112,,-92.460521,44.02861,SILVER LAKE,,425 W SILVER LAKE DRIVE NE,ROCHESTER,MINNESOTA,MN,,,ELECTRICITY,"C,D",Power Plants,,121728,,2013,U.S. EPA GHG Reporting Program,,5524
WESTCARB,1000404,1.10E+11,221112,,-114.9610256,36.40970893,SILVERHAWK,,15111 APEX POWER PARKWAY,LAS VEGAS,NEVADA,NV,,,ELECTRICITY,D,Power Plants,,956666,,2013,U.S. EPA GHG Reporting Program,,5525
SECARB,1000954,1.10E+11,221112,,-97.27071659,30.14738101,SIM GIDEON,,257 POWER PLANT RD,BASTROP,TEXAS,TX,,,ELECTRICITY,D,Power Plants,,162038,,2013,U.S. EPA GHG Reporting Program,,5526
BSCSP,1008253,1.10E+11,562212,,-115.791686,43.704431,SIMCO ROAD REGIONAL LANDFILL,,16415 NW WASTE SITE DRIVE,MAYFIELD,IDAHO,ID,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,5527
SECARB,1006746,1.10E+11,562212,,-97.559167,28.0125,SINTON LANDFILL,,,SINTON,TEXAS,TX,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,5528
PCOR,1007202,1.10E+11,221112,,-90.2897,38.9147,SIOUX,,8501 N STATE ROUTE 94,WEST ALTON,MISSOURI,MO,,,ELECTRICITY,"C,D",Power Plants,,4693180,,2013,U.S. EPA GHG Reporting Program,,5529
NATCARB,1009735,1.10E+11,334413,,-71.15529047,42.48540868,"SKYWORKS SOLUTIONS, INC.",,20 SYLVAN ROAD,WOBURN,MASSACHUSETTS,MA,,,INDUSTRIAL,"C,I",Other,,4760,,2013,U.S. EPA GHG Reporting Program,,5530
WESTCARB,1009626,1.10E+11,334413,,-118.9400523,34.17661486,"SKYWORKS SOLUTIONS, INC.",,2427 W. HILLCREST DRIVE,NEWBURY PARK,CALIFORNIA,CA,,,INDUSTRIAL,"C,I",Other,,3841,,2013,U.S. EPA GHG Reporting Program,,5531
SECARB,1001156,1.10E+11,221112,,-83.84728946,32.98403054,SMARR ENERGY FACILITY,,1077 RUMBLE RD,FORSYTH,GEORGIA,GA,,,ELECTRICITY,"C,D",Power Plants,,7387,,2013,U.S. EPA GHG Reporting Program,,5532
MRCSP,1001417,1.10E+11,221112,,-84.10164485,37.88354696,SMITH GENERATING FACILITY,,12145 IRVINE ROAD,WINCHESTER,KENTUCKY,KY,,,ELECTRICITY,"C,D",Power Plants,,239166,,2013,U.S. EPA GHG Reporting Program,,5533
SECARB,1008126,1.10E+11,211111,,-92.01213401,29.33519721,SOUTH MARSH ISLAND 236 A,,,OFFSHORE,LOUISIANA,LA,,,PETROLEUM/NATURAL GAS,"C,W-OFFSH",Petroleum and Natural Gas Systems,,6455,,2013,U.S. EPA GHG Reporting Program,,5534
SWP,1005018,1.10E+11,211111,,-104.3792002,32.33918034,SOUTH CARLSBAD TURBINE STATION,,65 ROBSON ROAD,CARLSBAD,NEW MEXICO,NM,,,PETROLEUM/NATURAL GAS,"C,W-PROC",Petroleum and Natural Gas Systems,,31306,,2013,U.S. EPA GHG Reporting Program,,5535
SECARB,1003953,1.10E+11,322130,,-96.80295633,32.70309403,SMURFIT KAPPA ORANGE COUNTY LLC,,855 E HIGHWAY 80 (ACTUAL) PO 847 (MAILING),FORNEY,TEXAS,TX,,,INDUSTRIAL,C,Pulp and Paper,,55478,82126,2013,U.S. EPA GHG Reporting Program,,5536
MRCSP,1004563,1.10E+11,562212,,-76.569505,39.156831,SOLLEY ROAD LANDFILL,,7890 SOLLEY ROAD,GLEN BURNIE,MARYLAND,MD,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,5537
SECARB,1003003,1.10E+11,325188,,-91.18465584,30.50986549,SOLVAY BATON ROUGE SITE,,1275 AIRLINE HWY.,BATON ROUGE,LOUISIANA,LA,,,REFINERIES/CHEMICAL,C,Chemicals,,44710,,2013,U.S. EPA GHG Reporting Program,,5538
MRCSP,1008750,1.10E+11,325211,,-81.44398355,39.42720771,"SOLVAY SPECIALTY POLYMERS USA, L.L.C.",,17005 STATE ROUTE 7,MARIETTA,OHIO,OH,,,REFINERIES/CHEMICAL,C,Other,,51546,,2013,U.S. EPA GHG Reporting Program,,5539
PCOR,1000118,1.10E+11,221112,,-95.126,47.545,SOLWAY PLANT,,7707 CENTERLINE ROAD NW,SOLWAY,MINNESOTA,MN,,,ELECTRICITY,"C,D",Power Plants,,25194,,2013,U.S. EPA GHG Reporting Program,,5540
MRCSP,1001022,1.10E+11,221112,,-78.60383322,43.35720972,"SOMERSET OPERATING COMPNAY, LLC",,7725 LAKE ROAD,BARKER,NEW YORK,NY,,,ELECTRICITY,"C,D",Power Plants,,1995400,,2013,U.S. EPA GHG Reporting Program,,5541
SECARB,1000353,1.10E+11,322130,,-80.05349514,34.41260172,SONOCO PRODUCTS CO.,,N. SECOND STREET,HARTSVILLE,SOUTH CAROLINA,SC,,,INDUSTRIAL,"AA,C,II,TT","Pulp and Paper,Waste",,219823,94860,2013,U.S. EPA GHG Reporting Program,,5542
SWP,1004961,1.10E+11,322130,,-97.92963311,38.05350363,SONOCO PRODUCTS COMPANY,,100 NORTH HALSTEAD STREET,HUTCHINSON,KANSAS,KS,,,INDUSTRIAL,C,Pulp and Paper,,28193,,2013,U.S. EPA GHG Reporting Program,,5543
SECARB,1010360,1.10E+11,211111,,-90.07615551,29.95795541,SOUTH MARSH ISLAND 69 B/BQ,,1615 POYDRAS STREET,NEW ORLEANS,LOUISIANA,LA,,,PETROLEUM/NATURAL GAS,"C,W-OFFSH",Petroleum and Natural Gas Systems,,17987,,2013,U.S. EPA GHG Reporting Program,,5544
SECARB,1003721,1.10E+11,211111,,-92.06150603,29.44120524,SOUTH MARSH ISLAND SM 217,,,OFFSHORE,LOUISIANA,LA,,,PETROLEUM/NATURAL GAS,"C,W-OFFSH",Petroleum and Natural Gas Systems,,41352,,2013,U.S. EPA GHG Reporting Program,,5545
SECARB,1009914,1.10E+11,211111,,-88.96446517,29.05874624,SOUTH PASS 60,,,OFFSHORE,LOUISIANA,LA,,,PETROLEUM/NATURAL GAS,"C,W-OFFSH",Petroleum and Natural Gas Systems,,109618,,2013,U.S. EPA GHG Reporting Program,,5546
SECARB,1009955,1.10E+11,211111,,-88.96660517,29.04428924,SOUTH PASS 60 BE,,,OFFSHORE,LOUISIANA,LA,,,PETROLEUM/NATURAL GAS,"C,W-OFFSH",Petroleum and Natural Gas Systems,,23484,,2013,U.S. EPA GHG Reporting Program,,5547
SECARB,1010165,1.10E+11,211111,,-90.25070552,28.98660519,SOUTH TIMBALIER 28F&P PLATFORM,,"28.9866, -90.2507",OFFSHORE,LOUISIANA,LA,,,PETROLEUM/NATURAL GAS,"C,W-OFFSH",Petroleum and Natural Gas Systems,,21433,,2013,U.S. EPA GHG Reporting Program,,5548
SECARB,1009234,1.10E+11,211111,,-90.43217957,28.92313317,SOUTH TIMBALIER 35 E,,,OFFSHORE,LOUISIANA,LA,,,PETROLEUM/NATURAL GAS,"C,W-OFFSH",Petroleum and Natural Gas Systems,,14708,,2013,U.S. EPA GHG Reporting Program,,5549
MRCSP,1006757,1.10E+11,486210,,-73.54461019,41.38447639,SOUTHEAST,,142 TULIP ROAD,BREWSTER,NEW YORK,NY,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,101343,,2013,U.S. EPA GHG Reporting Program,,5550
WESTCARB,1002985,1.10E+11,211111,,-119.7426165,35.29988384,SOUTH BELRIDGE PRODUCTION FACILITY,,,MCKITTRICK,CALIFORNIA,CA,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,231498,,2013,U.S. EPA GHG Reporting Program,,5551
SWP,1004448,1.10E+11,486210,,-100.2588785,35.44498607,SOUTH BRITT,,,WHEELER,TEXAS,TX,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,23185,,2013,U.S. EPA GHG Reporting Program,,5552
SECARB,1011247,1.10E+11,213112,,-92.78851,35.36411,SOUTH BROWNIE CPF-2,,#1 CEDAR BRANCH ROAD,HATTIEVILLE,ARKANSAS,AR,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,25029,,2013,U.S. EPA GHG Reporting Program,,5553
SECARB,1004514,1.10E+11,486210,,-94.27436974,32.14807172,SOUTH CARTHAGE,,,CARTHAGE,TEXAS,TX,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,19614,,2013,U.S. EPA GHG Reporting Program,,5554
PCOR,1001091,1.10E+11,221112,,-88.43579,43.77194,SOUTH FOND DU LAC,,5356 RIVER RD,FOND DU LAC,WISCONSIN,WI,,,ELECTRICITY,"C,D",Power Plants,,4973,,2013,U.S. EPA GHG Reporting Program,,5555
NATCARB,1004157,1.10E+11,562212,,-72.58210093,42.23632858,"SOUTH HADLEY LANDFILL, LLC",,12 INDUSTRIAL DRIVE,SOUTH HADLEY,MASSACHUSETTS,MA,,,WASTE MANAGEMENT,"C,HH",Waste,,1,,2013,U.S. EPA GHG Reporting Program,,5556
PCOR,1000449,1.10E+11,221112,,-94.482,38.6802,SOUTH HARPER PEAKING FACILITY,,MO HWY 7 AND 235TH ST,KANSAS CITY,MISSOURI,MO,,,ELECTRICITY,D,Power Plants,,39998,,2013,U.S. EPA GHG Reporting Program,,5557
MRCSP,1007691,1.10E+11,562212,,-79.99588317,40.27877793,SOUTH HILLS (ARMONI) LANDFILL,,3100 HILL ROAD,LIBRARY,PENNSYLVANIA,PA,,,WASTE MANAGEMENT,"C,HH",Waste,,237,,2013,U.S. EPA GHG Reporting Program,,5558
NATCARB,1007236,1.10E+11,221112,,-72.6523851,41.748304,SOUTH MEADOW STATION,,RESERVE ROAD GATE 40,HARTFORD,CONNECTICUT,CT,,,ELECTRICITY,D,Power Plants,,3278,,2013,U.S. EPA GHG Reporting Program,,5559
WESTCARB,1009300,1.10E+11,211111,,-119.0370824,35.42938499,SOUTH MIDWAY SUNSET,,25032 WESTERN MINERALS ROAD,MARICOPA,CALIFORNIA,CA,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,32492,,2013,U.S. EPA GHG Reporting Program,,5560
PCOR,1000982,1.10E+11,221112,,-87.828217,42.84377,SOUTH OAK CREEK,,11060 S CHICAGO ROAD,OAK CREEK,WISCONSIN,WI,,,ELECTRICITY,"C,D",Power Plants,,5154917,,2013,U.S. EPA GHG Reporting Program,,5561
WESTCARB,1001350,1.10E+11,221112,,-114.5325479,34.86787721,"SOUTH POINT ENERGY CENTER, LLC",,3779 COURTWRIGHT RD,MOHAVE VALLEY,ARIZONA,AZ,,,ELECTRICITY,"C,D",Power Plants,,813767,115,2013,U.S. EPA GHG Reporting Program,,5562
SECARB,1003936,1.10E+11,213112,,-92.60934749,35.37130242,SOUTH RAINBOW CPF-1,,4832 HWY 124,CENTER RIDGE,ARKANSAS,AR,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,33469,,2013,U.S. EPA GHG Reporting Program,,5563
SECARB,1007151,1.10E+11,213112,,-92.55833148,35.42841744,SOUTH RAINBOW CPF-2,,55 PINE ROAD,CLINTON,ARKANSAS,AR,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,30263,,2013,U.S. EPA GHG Reporting Program,,5564
SECARB,1003938,1.10E+11,213112,,-92.55846148,35.42842044,SOUTH RAINBOW CPF-4,,57 PINE ROAD,CLINTON,ARKANSAS,AR,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,67057,,2013,U.S. EPA GHG Reporting Program,,5565
BSCSP,1005103,1.10E+11,562212,,-122.95036,42.30787,SOUTH STAGE LANDFILL,,4761 SOUTH STAGE ROAD,JACKSONVILLE,OREGON,OR,,,WASTE MANAGEMENT,"C,HH",Waste,,,6414,2013,U.S. EPA GHG Reporting Program,,5566
SECARB,1008778,1.10E+11,213112,,-92.47063647,35.58508647,SOUTH WEST GREER LAKE CPF-5,,1440 HARMONY MOUNTAIN ROAD,CLINTON,ARKANSAS,AR,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,46786,,2013,U.S. EPA GHG Reporting Program,,5567
WESTCARB,1004779,1.10E+11,486210,,-114.6080615,33.62624504,SOUTHERN CALIFORNIA GAS BLYTHE FACILITY,,13100WEST 14TH AVENUE,BLYTHE,CALIFORNIA,CA,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,27066,,2013,U.S. EPA GHG Reporting Program,,5568
SWP,1000994,1.10E+11,221112,,-97.1068849,33.19856637,SPENCER,,1701 A SPENCER ROAD,DENTON,TEXAS,TX,,,ELECTRICITY,D,Power Plants,,7990,,2013,U.S. EPA GHG Reporting Program,,5569
WESTCARB,1010581,1.10E+11,486210,,-119.0552624,35.28379498,SOUTHERN CALIFORNIA GAS CO WHEELER RIDGE STATION,,9530 HIGHWAY 166,METTLER,CALIFORNIA,CA,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,27457,,2013,U.S. EPA GHG Reporting Program,,5570
SWP,1002833,1.10E+11,486210,,-101.0033198,37.48506136,SOUTHERN STAR -HUGOTON COMPRESSOR STATION,,12725 EAST US HWY 160,SANTANTA,KANSAS,KS,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,36488,,2013,U.S. EPA GHG Reporting Program,,5571
SWP,1009469,1.10E+11,486210,,-97.29293784,36.80406646,SOUTHERN STAR-BLACKWELL COMPRESSOR STATION,,1600 N. 13TH ST.,BLACKWELL,OKLAHOMA,OK,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,16994,,2013,U.S. EPA GHG Reporting Program,,5572
WESTCARB,1004940,1.10E+11,486210,,-118.5519762,34.2943009,SOUTHERN CALIFORNIA GAS COMPANY - ALISO CANYON,,12801 TAMPA AVENUE,NORTHRIDGE,CALIFORNIA,CA,,,PETROLEUM/NATURAL GAS,"C,W-UNSTG",Petroleum and Natural Gas Systems,,69624,,2013,U.S. EPA GHG Reporting Program,,5573
WESTCARB,1005063,1.10E+11,486210,,-118.5784522,34.43802491,SOUTHERN CALIFORNIA GAS COMPANY - HONOR RANCHO,,25205 WEST RYE CANYON ROAD,VALENCIA,CALIFORNIA,CA,,,PETROLEUM/NATURAL GAS,"C,W-UNSTG",Petroleum and Natural Gas Systems,,32214,,2013,U.S. EPA GHG Reporting Program,,5574
SECARB,1009033,1.10E+11,486210,,-88.57076515,31.13430571,SOUTHERN PINES ENERGY CENTER,,2501 TUNG OIL ROAD,LEAKESVILLE,MISSISSIPPI,MS,,,PETROLEUM/NATURAL GAS,"C,W-UNSTG",Petroleum and Natural Gas Systems,,15115,,2013,U.S. EPA GHG Reporting Program,,5575
SWP,1009471,1.10E+11,486210,,-95.31207744,38.1758768,SOUTHERN STAR-WELDA COMPRESSOR STATION,,19209 S.W. MARYLAND RD,WELDA,KANSAS,KS,,,PETROLEUM/NATURAL GAS,"C,W-UNSTG",Petroleum and Natural Gas Systems,,11677,,2013,U.S. EPA GHG Reporting Program,,5576
WESTCARB,1006485,1.10E+11,562212,,-114.61613,32.5689,SOUTH YUMA COUNTY LANDFILL,,19536 SOUTH AVENUE 1R,YUMA,ARIZONA,AZ,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,5577
SECARB,1007111,1.10E+11,221119,,-76.99479999,36.65215652,SOUTHAMPTON POWER STATION,,30134 GENERAL THOMAS HIGHWAY,FRANKLIN,VIRGINIA,VA,,,ELECTRICITY,"C,D",Power Plants,,35828,86147,2013,U.S. EPA GHG Reporting Program,,5578
SECARB,1005831,1.10E+11,221112,,-90.03848476,34.99402464,SOUTHAVEN COMBINED CYCLE,,2882 STATELINE RD,SOUTHHAVEN,MISSISSIPPI,MS,,,ELECTRICITY,"C,D",Power Plants,,1110735,,2013,U.S. EPA GHG Reporting Program,,5579
PCOR,1004312,1.10E+11,562212,,-94.548587,38.976612,SOUTHEAST LANDFILL,,8301 INDIANA,KANSAS CITY,MISSOURI,MO,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,5580
SECARB,1003888,1.10E+11,213112,,-92.48655646,35.44159644,SOUTHEAST RAINBOW CPF-2,,1200 AUSTIN ROAD,BEE BRANCH,ARKANSAS,AR,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,53000,,2013,U.S. EPA GHG Reporting Program,,5581
WESTCARB,1003340,1.10E+11,562213,,-118.2401738,33.75923956,SOUTHEAST RESOURCE RECOVERY FACILITY (SERRF),,120 PIER S. AVE,LONG BEACH,CALIFORNIA,CA,,,WASTE MANAGEMENT,C,Waste,,121128,283535,2013,U.S. EPA GHG Reporting Program,,5582
MRCSP,1011263,1.10E+11,221320,,-81.65859,41.50353,SOUTHERLY WASTEWATER TREATMENT CENTER,,6000 CANAL ROAD,CUYAHOGA HEIGHTS,OHIO,OH,,,UNCLASSIFIED,C,Other,,27605,38897,2013,U.S. EPA GHG Reporting Program,,5583
SECARB,1009838,1.10E+11,311615,,-89.78481549,31.2656557,"SOUTHERN HENS, INC.",,329 MOSELLE SEMINARY RD,MOSELLE,MISSISSIPPI,MS,,,AG PROCESSING,"C,II","Other,Waste",,8,,2013,U.S. EPA GHG Reporting Program,,5584
SWP,1002234,1.10E+11,562212,,-97.04443,34.19667,SOUTHERN OKLAHOMA REGIONAL DISPOSAL LANDFILL,,31 SORD DRIVE,ARDMORE,OKLAHOMA,OK,,,WASTE MANAGEMENT,"C,HH",Waste,,,6731,2013,U.S. EPA GHG Reporting Program,,5585
SECARB,1006863,1.10E+11,325193,,-84.16230718,31.16930049,SOUTHWEST GEORGIA ETHANOL LLC,,4433 LEWIS B COLLINS RD,PELHAM,GEORGIA,GA,,,ETHANOL,"C,II,PP","Other,Suppliers of CO2,Waste",,97464,124,2013,U.S. EPA GHG Reporting Program,,5586
SECARB,1003939,1.10E+11,213112,,-92.35459543,35.47122946,SOUTHWEST GREER LAKE CPF-2,,448 MILLER LANE,BEE BRANCH,ARKANSAS,AR,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,33365,,2013,U.S. EPA GHG Reporting Program,,5587
SECARB,1003820,1.10E+11,213112,,-92.42464345,35.46197045,SOUTHWEST GREER LAKE CPF-3,,880 RANCH ROAD,BEE BRANCH,ARKANSAS,AR,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,34157,,2013,U.S. EPA GHG Reporting Program,,5588
SWP,1000863,1.10E+11,221112,,-98.25144195,35.0683521,SOUTHWESTERN,,1 PSO ROAD,ANADARKO,OKLAHOMA,OK,,,ELECTRICITY,"C,D",Power Plants,,341006,,2013,U.S. EPA GHG Reporting Program,,5589
SWP,1004688,1.10E+11,486210,,-96.21636639,34.5497791,SPRAGUE,,,COALGATE,OKLAHOMA,OK,,,PETROLEUM/NATURAL GAS,"C,W-PROC",Petroleum and Natural Gas Systems,,64097,,2013,U.S. EPA GHG Reporting Program,,5590
SWP,1009470,1.10E+11,486210,,-95.73600747,37.23135661,SOUTHERN STAR-GRABHAM COMPRESSOR STATION,,3390 COUNTY ROAD 3400,INDEPENDENCE,KANSAS,KS,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,22879,,2013,U.S. EPA GHG Reporting Program,,5591
SWP,1009472,1.10E+11,486210,,-97.42824799,38.13953668,SOUTHERN STAR-HESSTON COMPRESSOR STATION,,7616 W. DUTCH AVE.,HESSTON,KANSAS,KS,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,5607,,2013,U.S. EPA GHG Reporting Program,,5592
SECARB,1007293,1.10E+11,221112,,-84.08146389,31.38802191,SOWEGA POWER PROJECT,,2237 HATCHER HILL RD,BACONTON,GEORGIA,GA,,,ELECTRICITY,"C,D",Power Plants,,20553,,2013,U.S. EPA GHG Reporting Program,,5593
SECARB,1010141,1.10E+11,334413,,-97.71864753,30.22964521,SPANSION LLC,,5204 EAST BEN WHITE BLVD,AUSTIN,TEXAS,TX,,,INDUSTRIAL,"C,I",Other,,8882,,2013,U.S. EPA GHG Reporting Program,,5594
PCOR,1010676,1.10E+11,331522,,-91.88793659,39.17681716,SPARTAN LIGHT METAL PRODUCTS,,2510 LAKEVIEW ROAD,MEXICO,MISSOURI,MO,,,INDUSTRIAL,"C,T",Metals,,1103,,2013,U.S. EPA GHG Reporting Program,,5595
SWP,1000486,1.10E+11,221112,,-104.8880175,40.09229081,SPINDLE HILL ENERGY CENTER,,6335 WELD COUNTY RD 19,FORT LUPTON,COLORADO,CO,,,ELECTRICITY,"C,D",Power Plants,,308255,,2013,U.S. EPA GHG Reporting Program,,5596
PCOR,1000561,1.10E+11,221112,,-98.49956,46.925774,SPIRITWOOD STATION,,3366 93RD AVE SE,SPIRITWOOD,NORTH DAKOTA,ND,,,ELECTRICITY,C,Power Plants,,518,,2013,U.S. EPA GHG Reporting Program,,5597
SWP,1001196,1.10E+11,221112,,-109.1666041,34.31761521,SPRINGERVILLE GENERATING STATION,,COUNTY ROAD #4162,SPRINGERVILLE,ARIZONA,AZ,,,ELECTRICITY,D,Power Plants,,10802128,,2013,U.S. EPA GHG Reporting Program,,5598
MRCSP,1007945,1.10E+11,562212,,-83.883551,39.914098,SPRINGFIELD LANDFILL,,3850 LOWER VALLEY PIKE,SPRINGFIELD,OHIO,OH,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,5599
SECARB,1000295,1.10E+11,221112,,-77.43047531,37.45501334,"SPRUANCE GENCO, LLC",,5001 COMMERCE ROAD,RICHMOND,VIRGINIA,VA,,,ELECTRICITY,C,Power Plants,,1032076,,2013,U.S. EPA GHG Reporting Program,,5600
SECARB,1007031,1.10E+11,325199,,-90.45967762,29.9616974,ST CHARLES OPERATIONS (TAFT/STAR) UNION CARBIDE CORP,,355 LA HWY 3142 (GATE 1),TAFT,LOUISIANA,LA,,,REFINERIES/CHEMICAL,"C,X",Chemicals,,2472753,,2013,U.S. EPA GHG Reporting Program,,5601
MRCSP,1005629,1.10E+11,327310,,-85.30150527,45.30249856,ST MARYS CEMENT INC,,16000  BELLS BAY RD,CHARLEVOIX,MICHIGAN,MI,,,CEMENT PLANT,"C,H",Minerals,,939766,,2013,U.S. EPA GHG Reporting Program,,5602
